loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,annual_inc,issue_d,loan_status,monthly_income,emp_industry,age
5500, 36 months,13.59,186.89,C,C2,other,,38541,Jan-18,TRUE,3211.75,other,23
30000, 36 months,23.87,1174.94,E,E2,Health program associate ,10+ years,84000,Jul-18,TRUE,7000,other,45
6000, 36 months,19.92,222.74,D,D3,Pharmacy Technician,1 year,28000,Sep-18,FALSE,2333.3333333333335,other,20
14500, 36 months,7.96,454.11,A,A5,Clerk 2,2 years,30000,Mar-18,FALSE,2500,other,24
17000, 36 months,15.04,589.65,C,C4,nanny,6 years,40000,Apr-18,TRUE,3333.3333333333335,other,27
15500, 60 months,12.73,350.54,B,B5,Director of Region Operations,10+ years,132000,Sep-18,FALSE,11000,other,58
26000, 60 months,28.72,820.87,F,F1,Behavior Supervisor ,2 years,48000,Apr-18,TRUE,4000,other,29
17000, 36 months,23.88,665.89,E,E2,other,,55500,Feb-18,TRUE,4625,other,44
3600, 36 months,23.4,140.11,E,E1,Engineer 2,4 years,120000,Aug-18,FALSE,10000,other,54
16000, 36 months,17.09,571.17,D,D1,Supervisor,7 years,75000,Feb-18,TRUE,6250,other,48
20000, 36 months,6.11,609.44,A,A1,Phlebotomist ,7 years,85000,Jul-18,TRUE,7083.333333333333,other,57
5000, 36 months,21.85,190.57,D,D5,Server,1 year,39996,Apr-18,TRUE,3333,other,25
25000, 36 months,11.06,819.18,B,B3,Administrative Assistant,10+ years,91364,Jul-18,FALSE,7613.666666666667,other,46
10000, 36 months,7.84,312.63,A,A4,Director of Hospitality ,1 year,70000,Nov-18,FALSE,5833.333333333333,other,58
8000, 36 months,17.09,285.59,D,D1,stacer,10+ years,60000,Jan-18,TRUE,5000,other,37
7500, 36 months,16.46,265.39,C,C5,other,,18444,Jun-18,FALSE,1537,other,19
33625, 60 months,19.42,880.05,D,D3,National Sales Director,< 1 year,122500,May-18,TRUE,10208.333333333334,other,42
14000, 36 months,7.84,437.68,A,A4,NotAsked,2 years,72000,Oct-18,FALSE,6000,other,46
6000, 36 months,16.91,213.65,C,C5,WWM,10+ years,171500,Jul-18,TRUE,14291.666666666666,other,35
10000, 36 months,12.62,335.12,C,C1,president,10+ years,190000,Feb-18,TRUE,15833.333333333334,other,52
11000, 36 months,14.03,376.12,C,C2,GENERAL MANAGER,1 year,65000,May-18,FALSE,5416.666666666667,other,36
20000, 60 months,12.61,451.08,C,C1,Conference Administrator,1 year,51000,Mar-18,TRUE,4250,other,30
12000, 36 months,20.89,451.43,D,D4,Server,7 years,55000,Jul-18,TRUE,4583.333333333333,other,62
7900, 36 months,11.98,262.32,B,B5,Auditor,6 years,120000,Apr-18,FALSE,10000,other,39
15000, 60 months,9.93,318.19,B,B2,"Director, Managed Care",10+ years,130000,Feb-18,FALSE,10833.333333333334,other,38
5000, 36 months,17.47,179.44,D,D1,Housekeeper,2 years,25000,Jun-18,FALSE,2083.3333333333335,other,23
7500, 36 months,18.06,271.37,D,D2,Operations Manager ,6 years,85000,Jan-18,TRUE,7083.333333333333,other,35
20000, 60 months,16.01,486.47,C,C5,Supervisor,1 year,49614.53,Mar-18,TRUE,4134.544166666667,other,31
30000, 36 months,12.61,1005.2,C,C1,Strategic Planner,9 years,172000,Mar-18,FALSE,14333.333333333334,other,36
10000, 36 months,16.46,353.85,C,C5,other,,56000,May-18,TRUE,4666.666666666667,other,45
7000, 36 months,16.14,246.59,C,C4,Financial Advisor,3 years,145000,Dec-18,FALSE,12083.333333333334,other,54
18000, 36 months,17.97,650.48,D,D1,Owner,< 1 year,180000,Jul-18,TRUE,15000,other,49
15000, 36 months,12.61,502.6,C,C1,Tire technician ,1 year,40800,Apr-18,FALSE,3400,other,26
40000, 60 months,7.34,798.49,A,A4,RN,5 years,65000,Mar-18,FALSE,5416.666666666667,other,47
33600, 36 months,6.71,1033.03,A,A3,DIRECTOR OF BRAND MARKETING,10+ years,113000,Apr-18,FALSE,9416.666666666666,other,58
10000, 60 months,21.85,275.34,D,D5,Supervisor,10+ years,51180,Mar-18,TRUE,4265,other,32
10000, 36 months,20,371.64,D,D4,Team leader ,10+ years,101000,Jan-18,TRUE,8416.666666666666,other,59
7000, 36 months,23.4,272.43,E,E1,Registered Nurse,2 years,65000,Aug-18,FALSE,5416.666666666667,other,48
17000, 36 months,12.13,565.7,B,B5,District Manager,10+ years,120000,May-18,FALSE,10000,other,58
14000, 36 months,12.73,469.9,B,B5,owner,3 years,100000,Oct-18,FALSE,8333.333333333334,other,55
25000, 36 months,6.46,765.77,A,A1,Technician,10+ years,83200,Nov-18,TRUE,6933.333333333333,other,46
20000, 60 months,22.35,556.37,D,D5,food service worker II,< 1 year,22880,Dec-18,FALSE,1906.6666666666667,other,22
10000, 36 months,8.81,317.12,A,A5,Sales manager,6 years,90000,Nov-18,FALSE,7500,other,39
18000, 60 months,30.65,589.57,F,F4,Receptionist ,< 1 year,32500,Jul-18,FALSE,2708.3333333333335,other,24
6025, 36 months,14.52,207.45,C,C3,solar field helper,< 1 year,27381,Jun-18,TRUE,2281.75,other,23
25000, 60 months,18.45,640.98,D,D2,Police officer,10+ years,60000,Apr-18,TRUE,5000,other,43
15000, 36 months,16.46,530.77,C,C5,Cardiac Services Manager,3 years,80000,Jun-18,TRUE,6666.666666666667,other,50
11000, 60 months,15.02,261.81,C,C3,other,< 1 year,36000,Oct-18,FALSE,3000,other,24
10000, 36 months,10.41,324.61,B,B3,other,,36612,Apr-18,TRUE,3051,other,24
5000, 36 months,5.32,150.58,A,A1,Lexus Sales Admin,10+ years,95000,Jan-18,FALSE,7916.666666666667,other,45
40000, 60 months,11.05,870.7,B,B4,Programmer,7 years,65000,May-18,TRUE,5416.666666666667,other,36
40000, 60 months,11.99,889.58,B,B5,Owner,10+ years,108000,Jan-18,TRUE,9000,other,55
13800, 36 months,16.14,486.13,C,C4,Management Assistant,1 year,52000,Oct-18,FALSE,4333.333333333333,other,34
15000, 36 months,18.45,545.68,D,D2,Owner,10+ years,32000,Mar-18,TRUE,2666.6666666666665,other,24
8000, 36 months,7.02,247.09,A,A2,other,,45000,Nov-18,FALSE,3750,other,27
17500, 60 months,21.85,481.84,D,D5,Follow Up Insuance Rep,3 years,36016.55,Feb-18,TRUE,3001.379166666667,other,24
12500, 60 months,15.02,297.51,C,C3,Sr. Title Officer,7 years,99000,Oct-18,TRUE,8250,other,47
17000, 36 months,7.97,532.49,A,A5,Foreman ,3 years,60000,Feb-18,FALSE,5000,other,55
11650, 60 months,28.72,367.81,F,F1,Pilot,10+ years,465000,Feb-18,FALSE,38750,other,60
16000, 60 months,14.07,372.88,C,C3,other,,76000,Mar-18,TRUE,6333.333333333333,other,39
10000, 60 months,9.92,212.08,B,B2,Security Analyst,2 years,143000,Apr-18,FALSE,11916.666666666666,other,61
36000, 60 months,6.11,697.83,A,A1,Environmental claims supervisor,10+ years,162500,Oct-18,FALSE,13541.666666666666,other,33
5000, 36 months,19.42,184.35,D,D3,Security Officer,10+ years,37151.66,Apr-18,TRUE,3095.971666666667,other,25
20000, 60 months,25.34,591.02,E,E3,Network Operationa Technician,< 1 year,50000,Oct-18,FALSE,4166.666666666667,other,33
12000, 60 months,27.27,368.37,E,E5,Property manager,1 year,70000,Nov-18,FALSE,5833.333333333333,other,38
10600, 36 months,11.99,352.03,B,B5,Carpenter,9 years,91000,Jan-18,TRUE,7583.333333333333,other,45
35000, 36 months,14.08,1197.58,C,C3,Realtor,10+ years,104000,Jan-18,TRUE,8666.666666666666,other,50
32000, 36 months,7.21,991.15,A,A3,Manager,1 year,140000,Aug-18,FALSE,11666.666666666666,other,46
2500, 36 months,18.06,90.46,D,D2,Broker,4 years,23000,Feb-18,FALSE,1916.6666666666667,other,21
36000, 36 months,9.92,1160.27,B,B2,General manager,10+ years,130000,Apr-18,FALSE,10833.333333333334,other,41
17400, 60 months,20.89,469.66,D,D4,Market Manager,8 years,87246,Nov-18,FALSE,7270.5,other,59
14650, 36 months,11.55,483.45,B,B4,Lead clerk,10+ years,65000,Nov-18,FALSE,5416.666666666667,other,36
10000, 36 months,17.97,361.38,D,D1,Training Specialist ,3 years,44000,Oct-18,FALSE,3666.6666666666665,other,30
10000, 36 months,14.47,344.07,C,C2,other,,65000,Sep-18,FALSE,5416.666666666667,other,54
7000, 36 months,10.9,228.84,B,B4,Assistant Property Manager,10+ years,33000,Mar-18,TRUE,2750,other,23
6000, 36 months,6.08,182.75,A,A2,Regulatory Inspector,10+ years,110349,Jan-18,FALSE,9195.75,other,44
12175, 60 months,20,322.57,D,D4,IT Consultant,5 years,125000,Feb-18,TRUE,10416.666666666666,other,58
15000, 36 months,7.21,464.6,A,A3,Nurse Practitioner,2 years,105000,Jul-18,FALSE,8750,other,38
10500, 36 months,19.42,387.13,D,D3,Manager,2 years,45800,Apr-18,FALSE,3816.6666666666665,other,27
30000, 60 months,25.81,894.85,E,E4,Manager,3 years,130000,Feb-18,TRUE,10833.333333333334,other,41
18000, 60 months,19.42,471.1,D,D3,Medical Technologist Assistant,6 years,40000,Jun-18,FALSE,3333.3333333333335,other,27
20000, 60 months,21.45,546.15,D,D5,MRI TECHNOLOGIST,2 years,85000,Feb-18,TRUE,7083.333333333333,other,48
25000, 60 months,17.09,622.53,D,D1,Superintendent,3 years,80000,Jan-18,TRUE,6666.666666666667,other,44
16000, 60 months,10.9,347.09,B,B4,Materials Handler III,10+ years,47000,Apr-18,FALSE,3916.6666666666665,other,31
12000, 60 months,11.99,266.88,B,B5,Pipe welder,7 years,69123,Jan-18,FALSE,5760.25,other,59
24000, 60 months,14.07,559.31,C,C3,Dispatcher ,10+ years,42000,Feb-18,TRUE,3500,other,27
15000, 36 months,7.84,468.94,A,A4,Attorney,10+ years,90000,Oct-18,FALSE,7500,other,45
18000, 36 months,6.46,551.36,A,A1,other,< 1 year,110000,Nov-18,FALSE,9166.666666666666,other,53
30000, 36 months,15.02,1040.26,C,C3,Software Engineer,1 year,120000,Dec-18,FALSE,10000,other,34
7000, 36 months,10.33,226.96,B,B1,Benefits Coordinator,2 years,28000,Dec-18,FALSE,2333.3333333333335,other,22
15000, 36 months,12.73,503.47,B,B5,Protective Security Officer,3 years,150000,Jul-18,TRUE,12500,other,40
25000, 60 months,15.02,595.02,C,C3,Assistant Professor,9 years,93000,Aug-18,FALSE,7750,other,53
25000, 36 months,8.46,788.73,A,A5,Professor,10+ years,150000,Aug-18,FALSE,12500,other,40
7750, 36 months,13.58,263.3,C,C2,RN,10+ years,149000,Mar-18,FALSE,12416.666666666666,other,50
1000, 36 months,9.43,32.01,B,B1,other,,30500,Apr-18,TRUE,2541.6666666666665,other,23
3000, 36 months,15.04,104.06,C,C4,chemical dependency councilor ,1 year,47000,Mar-18,TRUE,3916.6666666666665,other,30
9500, 36 months,7.46,295.34,A,A4,sales,8 years,95000,Jun-18,TRUE,7916.666666666667,other,53
24000, 60 months,16.01,583.77,C,C5,manager,10+ years,73000,Apr-18,TRUE,6083.333333333333,other,38
5000, 36 months,13.58,169.87,C,C2,Driver,10+ years,45000,Apr-18,FALSE,3750,other,27
5000, 36 months,15.02,173.38,C,C3,Business Analyst,2 years,62500,Jul-18,FALSE,5208.333333333333,other,39
6050, 36 months,12.61,202.72,C,C1,other,,14286.9,Feb-18,FALSE,1190.575,other,19
10500, 60 months,25.82,313.26,E,E4,Used Equipment Export Manager,2 years,105979,Feb-18,FALSE,8831.583333333334,other,57
4000, 36 months,15.05,138.76,C,C4,Firewall Engineer,< 1 year,110000,Jan-18,FALSE,9166.666666666666,other,39
9800, 36 months,17.47,351.7,D,D1,Retail Service Coordinator,7 years,49192,Apr-18,FALSE,4099.333333333333,other,30
24000, 60 months,24.84,702.19,E,E3,Accounting,4 years,72500,Apr-18,TRUE,6041.666666666667,other,57
20000, 36 months,11.55,660,B,B4,Registered nurse,10+ years,140000,Jul-18,TRUE,11666.666666666666,other,51
5000, 36 months,8.08,156.87,A,A5,prosthetist,10+ years,70000,Jun-18,TRUE,5833.333333333333,other,55
6000, 36 months,13.56,203.79,C,C1,Regsitered Nurse,1 year,90000,Nov-18,FALSE,7500,other,57
3000, 36 months,10.08,96.92,B,B1,office manager,3 years,72000,Aug-18,FALSE,6000,other,59
4900, 36 months,11.55,161.7,B,B4,Administration ,2 years,100000,Oct-18,TRUE,8333.333333333334,other,44
12000, 60 months,12.61,270.65,C,C1,Special skills ,10+ years,48000,Mar-18,TRUE,4000,other,28
21000, 60 months,13.56,483.86,C,C1,other,< 1 year,125000,Oct-18,FALSE,10416.666666666666,other,53
15000, 60 months,17.97,380.66,D,D1,other,,68000,Oct-18,FALSE,5666.666666666667,other,54
20000, 36 months,16.91,712.16,C,C5,Sr. Mortgage Loan Officer,< 1 year,80000,Oct-18,FALSE,6666.666666666667,other,46
16000, 36 months,7.97,501.17,A,A5,Account Executive,< 1 year,100000,Jan-18,TRUE,8333.333333333334,other,59
6000, 36 months,9.92,193.38,B,B2,Operator,9 years,48000,Apr-18,FALSE,4000,other,30
10000, 60 months,11.99,222.4,B,B5,Registered Nurse,1 year,96400,Jan-18,TRUE,8033.333333333333,other,59
20000, 36 months,5.31,602.21,A,A1,Plumber,10+ years,80000,Jun-18,FALSE,6666.666666666667,other,50
16000, 60 months,12.61,360.87,C,C1,Associate 3,7 years,60000,Apr-18,TRUE,5000,other,52
35000, 60 months,15.04,833.39,C,C4,Certified Pharmacy Technician,6 years,54000,Apr-18,FALSE,4500,other,32
9600, 36 months,9.92,309.41,B,B2,security officer,5 years,35000,May-18,TRUE,2916.6666666666665,other,24
14400, 36 months,19.42,530.91,D,D3,other,,68000,May-18,TRUE,5666.666666666667,other,58
10000, 36 months,8.08,313.74,A,A5,Director of Maintenance,8 years,65000,May-18,TRUE,5416.666666666667,other,51
12000, 36 months,10.56,390.37,B,B3,Access representative ,10+ years,43000,Jun-18,TRUE,3583.3333333333335,other,28
15000, 60 months,16.02,364.94,C,C5,Driver,10+ years,75000,Feb-18,FALSE,6250,other,39
12000, 60 months,26.77,364.78,E,E5,Resolution specialist ,10+ years,52000,Jul-18,TRUE,4333.333333333333,other,30
7800, 36 months,22.35,299.3,D,D5,Accountant,10+ years,23000,Oct-18,FALSE,1916.6666666666667,other,22
4800, 36 months,16.91,170.92,C,C5,ISR,3 years,55000,Nov-18,FALSE,4583.333333333333,other,47
20000, 60 months,16.02,486.58,C,C5,other,,43000,Feb-18,TRUE,3583.3333333333335,other,26
15000, 60 months,19.92,396.75,D,D3,other,,0,Dec-18,FALSE,0,other,18
30000, 36 months,8.08,941.2,A,A5,Client service associate,3 years,65000,Jun-18,FALSE,5416.666666666667,other,37
12000, 60 months,14.07,279.66,C,C3,Part Time BOOKKEEPER,< 1 year,50000,Mar-18,TRUE,4166.666666666667,other,32
16000, 60 months,21.85,440.54,D,D5,Secretary Senior,10+ years,55192,May-18,TRUE,4599.333333333333,other,49
15000, 36 months,10.9,490.38,B,B4,Material handling labor,< 1 year,60000,Feb-18,FALSE,5000,other,55
35000, 60 months,17.97,888.2,D,D1,Clinical specialist ,5 years,160000,Sep-18,FALSE,13333.333333333334,other,51
35000, 60 months,19.42,916.03,D,D3,Deputy,7 years,82000,Feb-18,TRUE,6833.333333333333,other,38
10000, 36 months,13.56,339.65,C,C1,Warehouse Manager,10+ years,48800,Aug-18,FALSE,4066.6666666666665,other,31
6000, 36 months,14.03,205.16,C,C2,Commercial Driver,< 1 year,54996,Jun-18,FALSE,4583,other,32
35000, 36 months,15.02,1213.63,C,C3,Strategic Sourcing Manager,4 years,115000,Oct-18,FALSE,9583.333333333334,other,55
5000, 36 months,17.97,180.69,D,D1,Sergeant ,7 years,72000,Oct-18,FALSE,6000,other,44
16000, 36 months,12.61,536.11,C,C1,Operator ,10+ years,100000,Mar-18,TRUE,8333.333333333334,other,57
12375, 60 months,30.79,406.4,G,G1,Account Executive,3 years,58000,Feb-18,FALSE,4833.333333333333,other,45
34000, 36 months,16.14,1197.7,C,C4,bail agent,7 years,120000,Jul-18,TRUE,10000,other,57
9000, 36 months,15.04,312.17,C,C4,Driver,2 years,40000,Apr-18,TRUE,3333.3333333333335,other,25
5000, 36 months,16.91,178.04,C,C5,personal care,3 years,30000,Jul-18,TRUE,2500,other,23
35000, 36 months,7.34,1086.15,A,A4,Chief Technologist ,10+ years,95000,Mar-18,FALSE,7916.666666666667,other,47
10000, 36 months,12.61,335.07,C,C1,Baker,9 years,49000,Mar-18,TRUE,4083.3333333333335,other,29
17000, 60 months,18.94,440.43,D,D2,Advanced Practice Nurse,5 years,121000,Jul-18,FALSE,10083.333333333334,other,46
12000, 60 months,15.04,285.74,C,C4,Business Technician,9 years,85000,May-18,TRUE,7083.333333333333,other,58
40000, 60 months,10.47,859.17,B,B2,partner,10+ years,300000,Jul-18,FALSE,25000,other,58
9000, 36 months,6.67,276.54,A,A2,Nursing Supervisor (RN),2 years,67000,Jul-18,TRUE,5583.333333333333,other,58
25000, 36 months,10.41,811.51,B,B3,physician assistant,4 years,115000,Apr-18,TRUE,9583.333333333334,other,55
20000, 36 months,16.91,712.16,C,C5,other,,60000,Aug-18,TRUE,5000,other,39
2400, 36 months,16.01,84.39,C,C5,cook,10+ years,29000,Feb-18,TRUE,2416.6666666666665,other,22
13000, 60 months,15.02,309.41,C,C3,Sr Chemist,8 years,121000,Nov-18,FALSE,10083.333333333334,other,53
20000, 36 months,21.85,762.26,D,D5,VP - Commercial Lending,5 years,126000,Apr-18,FALSE,10500,other,51
15400, 36 months,14.47,529.86,C,C2,APRN,1 year,130000,Aug-18,FALSE,10833.333333333334,other,38
3000, 36 months,20.39,112.09,D,D4,Executive ,5 years,102000,May-18,FALSE,8500,other,46
5000, 36 months,7.96,156.59,A,A5,Mortgage underwriter,2 years,80000,May-18,FALSE,6666.666666666667,other,48
3000, 36 months,17.09,107.1,D,D1,surgical technologist,5 years,75000,Jan-18,TRUE,6250,other,56
11500, 36 months,6.72,353.62,A,A3,other,,15000,Jan-18,TRUE,1250,other,18
28000, 60 months,8.46,573.93,A,A5,Installer,10+ years,87500,Jul-18,FALSE,7291.666666666667,other,39
6000, 36 months,7.34,186.2,A,A4,Manager,3 years,30000,May-18,FALSE,2500,other,23
10500, 36 months,7.21,325.22,A,A3,Resident Affairs Coordinator,10+ years,47985,Aug-18,FALSE,3998.75,other,29
40000, 60 months,16.01,972.94,C,C5,Customs Clerk,10+ years,120000,Apr-18,TRUE,10000,other,56
12000, 36 months,8.19,377.09,A,A4,Teacher,10+ years,100000,Dec-18,FALSE,8333.333333333334,other,43
9000, 36 months,13.56,305.68,C,C1,Accountant I,1 year,51480,Jul-18,FALSE,4290,other,30
24000, 60 months,15.02,571.22,C,C3,"Lieutenant, MA State Police",10+ years,250000,Aug-18,FALSE,20833.333333333332,other,38
15000, 60 months,12.73,339.23,B,B5,Tax and Licensing Accountant,< 1 year,62000,Nov-18,FALSE,5166.666666666667,other,53
14650, 36 months,15.04,508.14,C,C4,Counselor ,3 years,62500,Apr-18,TRUE,5208.333333333333,other,48
20000, 60 months,21.85,550.68,D,D5,Production laborer,6 years,35000,Jun-18,TRUE,2916.6666666666665,other,24
6000, 36 months,9.43,192.01,B,B1,SALES,1 year,85000,May-18,FALSE,7083.333333333333,other,35
10000, 36 months,12.62,335.12,C,C1,Office Manager,5 years,40000,Jan-18,TRUE,3333.3333333333335,other,25
24000, 36 months,7.46,746.11,A,A4,other,,50000,Jul-18,TRUE,4166.666666666667,other,33
12000, 36 months,12.13,399.32,B,B5,Therapeutic Foster Care Support Worker,< 1 year,79500,Jun-18,TRUE,6625,other,44
12000, 36 months,7.21,371.68,A,A3,Owner,10+ years,48000,Jul-18,FALSE,4000,other,28
39075, 60 months,11.8,865.26,B,B4,Accountant,10+ years,340000,Dec-18,FALSE,28333.333333333332,other,57
40000, 60 months,10.9,867.71,B,B4,Network Manager,5 years,92000,Mar-18,TRUE,7666.666666666667,other,56
25000, 60 months,13.56,576.02,C,C1,Teacher,7 years,35000,Aug-18,FALSE,2916.6666666666665,other,25
10400, 36 months,15.04,360.73,C,C4,other,,12948,Mar-18,TRUE,1079,other,18
10000, 36 months,13.59,339.79,C,C2,DIET CLERK,10+ years,24538,Feb-18,TRUE,2044.8333333333333,other,23
25000, 60 months,19.03,648.93,D,D3,Medical Records,10+ years,52000,Jan-18,TRUE,4333.333333333333,other,29
16000, 36 months,17.09,571.17,D,D1,Acting teacher,4 years,40000,Jan-18,TRUE,3333.3333333333335,other,25
5900, 36 months,21.85,224.87,D,D5,other,,33000,Apr-18,TRUE,2750,other,24
15000, 36 months,11.98,498.08,B,B5,Handy Man,5 years,60000,Apr-18,TRUE,5000,other,44
16000, 36 months,7.96,501.09,A,A5,Resident Physician,3 years,74000,Mar-18,FALSE,6166.666666666667,other,52
40000, 60 months,25.82,1193.36,E,E4,Maintenance ,5 years,50000,Feb-18,TRUE,4166.666666666667,other,33
3600, 36 months,9.44,115.22,B,B1,Supervisor,10+ years,62000,Feb-18,FALSE,5166.666666666667,other,43
16000, 36 months,18.45,582.06,D,D2,Driver,6 years,62000,Apr-18,TRUE,5166.666666666667,other,53
12000, 60 months,21.85,330.41,D,D5,other,,20000,Mar-18,TRUE,1666.6666666666667,other,20
11000, 60 months,6.11,213.23,A,A1,cpa,10+ years,120000,Oct-18,FALSE,10000,other,55
8000, 36 months,10.41,259.69,B,B3,Senior Data Analysis Specialist,10+ years,53000,May-18,FALSE,4416.666666666667,other,34
20000, 60 months,12.62,451.19,C,C1,Consultant,7 years,105000,Jan-18,FALSE,8750,other,51
40000, 36 months,10.33,1296.9,B,B1,other,< 1 year,95000,Dec-18,FALSE,7916.666666666667,other,33
20000, 60 months,12.62,451.19,C,C1,Assistant Manager ,3 years,85000,Feb-18,TRUE,7083.333333333333,other,57
15000, 60 months,13.58,345.77,C,C2,Assebly,10+ years,85000,Apr-18,TRUE,7083.333333333333,other,46
20000, 36 months,10.9,653.83,B,B4,OWNER,10+ years,60000,Mar-18,TRUE,5000,other,53
2200, 36 months,19.03,80.68,D,D3,Asst. Systems/LAN Administrator,7 years,37000,Jan-18,FALSE,3083.3333333333335,other,23
35000, 36 months,12.62,1172.9,C,C1,Director of Operations,9 years,101920,Jan-18,FALSE,8493.333333333334,other,41
10000, 36 months,8.81,317.12,A,A5,Supervisor,10+ years,95000,Dec-18,FALSE,7916.666666666667,other,38
15000, 36 months,6.11,457.08,A,A1,Teacher Assitant,10+ years,32000,Nov-18,FALSE,2666.6666666666665,other,25
18000, 36 months,11.99,597.78,B,B5,Sales Mgr.,5 years,125000,Feb-18,FALSE,10416.666666666666,other,43
7000, 36 months,18.06,253.28,D,D2,Dispatch Specialist,3 years,37248,Jan-18,TRUE,3104,other,24
25000, 60 months,20.39,667.79,D,D4,Teller,10+ years,37000,Mar-18,TRUE,3083.3333333333335,other,24
8000, 36 months,12.61,268.06,C,C1,Bus Driver,1 year,16800,Apr-18,TRUE,1400,other,18
